City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
60,christchurch,-43.5333,172.6333,7.73,81,100,3.6,NZ,1723270160
61,kutum,14.2,24.6667,22.57,77,100,4.83,SD,1723270589
62,valdivia,-39.8142,-73.2459,9.88,97,100,3.11,CL,1723270093
63,portage la prairie,49.9728,-98.2926,9.94,62,16,1.92,CA,1723270564
64,tena,-0.9833,-77.8167,20.44,97,100,1.61,EC,1723270592
65,gadzhiyevo,69.2551,33.3362,17.26,59,0,7.07,RU,1723270429
66,yicheng,31.3705,119.8703,36.35,53,94,0.77,CN,1723270594
67,alesund,62.4723,6.1549,14.63,77,75,6.69,NO,1723270541
68,bontang,0.1333,117.5,27.98,74,72,3.88,ID,1723270597
69,laguna,38.421,-121.4238,21.79,53,0,4.12,US,1723270470
70,pagouda,9.7525,1.3278,22.07,90,100,1.84,TG,1723270600
71,whitehorse,60.7161,-135.0538,17.43,67,75,6.17,CA,1723270601
72,westerland,54.9079,8.3033,18.01,68,75,8.75,DE,1723270554
73,emerald,-23.5333,148.1667,22.97,46,8,4.52,AU,1723270603
74,thompson,55.7435,-97.8558,16.09,67,75,2.06,CA,1723270604
75,fort stockton,30.894,-102.8793,29.03,46,0,5.14,US,1723270606
76,st. john's,47.5649,-52.7093,17.76,87,40,8.23,CA,1723270519
77,blackmans bay,-43.0167,147.3167,14.85,65,81,2.89,AU,1723270608
78,tura,25.5198,90.2201,28.78,78,91,3.76,IN,1723270609
79,parkersburg,39.2667,-81.5615,21.11,82,40,1.54,US,1723270610
80,mata-utu,-13.2816,-176.1745,26.09,72,100,10.04,WF,1723270611
81,flying fish cove,-10.4217,105.6791,26.82,78,100,7.2,CX,1723270612
82,daru,-9.0763,143.2092,25.7,79,94,5.84,PG,1723270613
83,college,64.8569,-147.8028,13.97,77,75,5.14,US,1723270615
84,west island,-12.1568,96.8225,29.99,66,75,5.66,CC,1723270616
85,bredasdorp,-34.5322,20.0403,9.88,77,100,3.69,ZA,1723270617
86,rocha,-34.4833,-54.3333,3.04,92,35,2.75,UY,1723270461
87,olyokminsk,60.3736,120.4264,30.9,27,83,1.19,RU,1723270619
88,kananga,-5.8958,22.4178,24.29,23,62,1.05,CD,1723270620
89,invercargill,-46.4,168.35,8.34,86,98,0.89,NZ,1723270622
90,tiksi,71.6872,128.8694,5.68,77,100,6.0,RU,1723270623
91,badger,64.8,-147.5333,13.93,83,75,5.14,US,1723270624
92,barmer,25.75,71.3833,30.93,64,100,7.35,IN,1723270625
93,new norfolk,-42.7826,147.0587,14.7,64,93,3.56,AU,1723270626
94,nova vicosa,-17.8919,-39.3719,21.69,84,1,4.5,BR,1723270627
95,chibougamau,49.9168,-74.3659,15.79,94,100,1.54,CA,1723270628
96,hadibu,12.65,54.0333,27.09,73,24,11.42,YE,1723270629
97,ke-macina,13.9623,-5.3572,26.36,80,94,3.63,ML,1723270630
98,margaret river,-33.95,115.0667,18.68,70,1,8.2,AU,1723270631
99,laojunmiao,39.8333,97.7333,25.6,13,0,5.08,CN,1723270632
100,lebu,-37.6167,-73.65,9.49,94,100,3.61,CL,1723270631
101,kas,36.2018,29.6377,30.94,56,0,1.79,TR,1723270635
102,ringwood,41.1134,-74.2454,22.85,97,71,1.55,US,1723270421
103,mary,37.0,62.5,36.65,17,0,5.6,TM,1723270637
104,port saint john's,-31.6229,29.5448,18.38,47,0,2.07,ZA,1723270638
105,rurrenabaque,-14.4413,-67.5278,15.94,48,100,1.55,BO,1723270639
106,quellon,-43.1167,-73.6167,8.22,87,94,4.93,CL,1723270640
107,sao joao da barra,-21.6403,-41.0511,20.8,93,10,5.17,BR,1723270465
108,cabedelo,-6.9811,-34.8339,21.95,77,19,3.43,BR,1723270642
109,tofol,5.3248,163.0078,28.92,67,79,1.43,FM,1723270643
110,namibe,-15.1961,12.1522,18.03,92,55,1.11,AO,1723270644
111,jamestown,42.097,-79.2353,17.8,94,20,1.54,US,1723270505
112,borogontsy,62.6683,131.1683,27.35,29,6,1.78,RU,1723270647
113,klyuchi,52.2667,79.1667,18.73,88,100,5.01,RU,1723270648
114,ikedacho,34.0167,133.8,32.65,52,25,1.48,JP,1723270649
115,springbok,-29.6643,17.8865,8.09,69,4,2.88,ZA,1723270650
116,martuk,50.7475,56.5056,22.45,54,63,2.61,KZ,1723270651
117,sinabang,2.4803,96.3801,27.66,85,94,4.83,ID,1723270652
118,iquique,-20.2208,-70.1431,14.37,78,65,0.35,CL,1723270619
119,shingu,33.7333,135.9833,30.36,72,33,2.93,JP,1723270654
120,peniche,39.3558,-9.3811,19.56,95,3,4.06,PT,1723270531
121,torghay,49.6339,63.4981,20.62,44,22,2.38,KZ,1723270657
122,isangel,-19.55,169.2667,24.06,73,75,3.09,VU,1723270658
123,severo-yeniseyskiy,60.3725,93.0408,18.55,81,89,3.49,RU,1723270659
124,machico,32.7,-16.7667,23.35,76,20,5.66,PT,1723270660
125,valdahon,47.15,6.35,18.0,86,0,0.76,FR,1723270661
126,mount gambier,-37.8333,140.7667,15.02,65,36,2.76,AU,1723270662
127,uturoa,-16.7333,-151.4333,24.37,73,98,5.83,PF,1723270663
128,nyazepetrovsk,56.0531,59.6028,15.88,53,8,2.53,RU,1723270664
129,saipan,15.1355,145.701,32.39,62,20,3.6,MP,1723270665
130,lucapa,-8.4192,20.7447,20.4,24,9,1.78,AO,1723270666
131,petropavlovsk-kamchatsky,53.0452,158.6483,14.33,72,75,4.0,RU,1723270669
132,port mathurin,-19.6833,63.4167,22.11,68,99,9.59,MU,1723270670
133,diamantino,-14.4086,-56.4461,11.88,65,75,4.97,BR,1723270671
134,wailua homesteads,22.0669,-159.378,24.44,82,20,6.69,US,1723270672
135,saldanha,-33.0117,17.9442,12.87,90,93,11.03,ZA,1723270673
136,panama city beach,30.1766,-85.8055,29.49,84,0,1.34,US,1723270674
137,dunedin,-45.8742,170.5036,7.11,75,100,0.45,NZ,1723270533
138,alaghsas,17.0187,8.0168,25.94,83,0,3.6,NE,1723270663
139,bandon,51.7469,-8.7425,14.38,95,100,2.08,IE,1723270677
140,cill airne,52.05,-9.5167,13.42,98,85,1.66,IE,1723270679
141,talnakh,69.4865,88.3972,20.84,32,2,1.38,RU,1723270680
142,murghob,38.1702,73.9667,16.11,27,57,1.29,TJ,1723270681
143,isafjordur,66.0755,-23.124,6.45,88,100,1.02,IS,1723270682
144,altai,46.3722,96.2583,23.49,23,46,4.87,MN,1723270683
145,cidade velha,14.9167,-23.6167,25.26,78,20,2.06,CV,1723270684
146,campeche,19.0,-90.5,23.74,98,95,0.81,MX,1723270314
147,port blair,11.6667,92.75,32.02,70,20,3.6,IN,1723270686
148,viedma,-40.8135,-62.9967,9.6,54,85,5.29,AR,1723270687
149,sao felix do xingu,-6.6447,-51.995,21.99,47,24,1.06,BR,1723270688
150,bamboo flat,11.7,92.7167,32.05,70,20,3.6,IN,1723270689
151,santa marta de ortigueira,43.6833,-7.85,21.17,90,90,7.68,ES,1723270691
152,kokopo,-4.352,152.2633,25.03,84,100,3.04,PG,1723270692
153,udachny,66.4167,112.4,12.75,53,100,4.43,RU,1723270694
154,alofi,-19.0595,-169.9187,20.94,68,100,3.09,NU,1723270695
155,la ronge,55.1001,-105.2842,14.12,67,100,1.54,CA,1723270696
156,saint-francois,46.4154,3.9054,18.69,93,0,1.03,FR,1723270697
157,la jagua de ibirico,9.5623,-73.3341,23.11,92,36,2.05,CO,1723270699
158,kodiak,57.79,-152.4072,10.73,87,100,1.54,US,1723270700
159,nadym,65.5333,72.5167,16.99,54,82,7.22,RU,1723270701
160,fort st. john,56.2499,-120.8529,16.94,59,0,4.12,CA,1723270702
161,salinopolis,-0.6136,-47.3561,26.56,81,100,5.44,BR,1723270703
162,brookings,44.3114,-96.7984,11.7,87,0,0.0,US,1723270705
163,priladozhskiy,59.85,31.4833,20.85,99,87,4.59,RU,1723270444
164,hithadhoo,-0.6,73.0833,28.25,71,88,2.92,MV,1723270707
165,hermanus,-34.4187,19.2345,13.66,70,95,9.39,ZA,1723270708
166,antsiranana,-12.2787,49.2917,25.7,62,4,8.47,MG,1723270709
167,pinotepa nacional,16.3167,-98.0167,23.36,94,98,0.97,MX,1723270711
168,shihezi,44.3,86.0333,41.6,9,5,7.83,CN,1723270712
169,xiaoweizhai,26.1903,107.5125,28.89,81,71,0.97,CN,1723270713
170,ribeira grande,38.5167,-28.7,24.32,83,40,5.66,PT,1723270715
171,tannum sands,-23.9504,151.3693,22.94,60,100,7.72,AU,1723270716
172,sokol'skoye,57.1412,43.1589,15.28,92,100,2.55,RU,1723270717
173,kosice,48.6667,21.3333,22.54,68,0,0.51,SK,1723270711
174,hafnarfjordur,64.0671,-21.9377,6.93,93,0,1.54,IS,1723270719
175,zyryanskoye,56.8306,86.6258,20.34,67,98,2.99,RU,1723270720
176,bodo,67.28,14.405,17.75,74,75,8.75,NO,1723270721
177,nabire,-3.3667,135.4833,28.46,76,40,1.27,ID,1723270722
178,iqaluit,63.7506,-68.5145,6.85,75,20,3.09,CA,1723270723
179,newman,37.3138,-121.0208,23.35,52,0,0.45,US,1723270724
180,pucheng,27.9233,118.5333,36.49,44,91,1.56,CN,1723270726
181,kudymkar,59.0173,54.656,18.24,48,35,2.82,RU,1723270727
182,mandalgovi,45.7625,106.2708,21.43,50,100,7.03,MN,1723270729
183,kachug,53.9606,105.8817,28.79,37,63,0.79,RU,1723270730
184,cabo san lucas,22.8909,-109.9124,27.74,65,1,6.0,MX,1723270731
185,afzalpur,17.2,76.35,29.42,60,90,5.08,IN,1723270732
186,port elizabeth,-33.918,25.5701,16.29,62,47,1.34,ZA,1723270733
187,aasiaat,68.7098,-52.8699,2.69,98,100,2.22,GL,1723270735
188,punta arenas,-53.15,-70.9167,2.06,100,100,2.06,CL,1723270627
189,puerto armuelles,8.2833,-82.8667,23.94,89,100,2.24,PA,1723270739
190,lagos,6.5833,3.75,24.08,87,99,2.31,NG,1723269989
191,conceicao do mato dentro,-19.0372,-43.425,15.18,60,0,0.83,BR,1723270741
192,richfield,44.8833,-93.283,15.13,74,0,4.63,US,1723270502
193,touros,-5.1989,-35.4608,23.3,76,9,5.26,BR,1723270743
194,slovenska bistrica,46.3928,15.5744,22.91,84,0,0.51,SI,1723270746
195,kayangel,8.0823,134.7173,28.9,73,51,4.73,PW,1723270748
196,talcahuano,-36.7167,-73.1167,8.82,100,100,0.0,CL,1723270625
197,ust-tsilma,65.441,52.1498,19.99,45,13,1.6,RU,1723270750
198,haiku-pauwela,20.9219,-156.3051,24.03,82,0,6.17,US,1723270751
199,sechura,-5.5569,-80.8222,17.1,85,3,4.31,PE,1723270752
200,chumphon,10.3333,98.8333,32.47,50,48,3.88,TH,1723270753
201,yellowknife,62.456,-114.3525,20.31,60,20,6.17,CA,1723270754
202,ambovombe,-25.1667,46.0833,22.77,60,0,1.58,MG,1723270755
203,huarmey,-10.0681,-78.1522,16.51,87,3,4.2,PE,1723270756
204,las tablas,7.7667,-80.2833,25.65,99,99,1.46,PA,1723270757
205,kourou,5.1552,-52.6478,24.96,91,46,2.43,GF,1723270760
206,mana,5.6592,-53.7767,25.86,86,52,4.22,GF,1723270761
207,yuzhno-kurilsk,44.0306,145.8556,18.66,94,98,1.79,RU,1723270762
208,saint-mandrier-sur-mer,43.078,5.929,27.1,70,0,2.06,FR,1723270763
209,letterkenny,54.95,-7.7333,12.88,88,60,4.88,IE,1723270764
210,funafuti,-8.5243,179.1942,28.0,89,75,3.09,TV,1723270765
211,srivardhan,18.0333,73.0167,28.72,75,100,3.71,IN,1723270766
212,saint-joseph,-21.3667,55.6167,22.35,65,32,5.4,RE,1723270767
213,kingston,17.997,-76.7936,28.53,84,20,1.03,JM,1723270541
214,goure,13.9835,10.2704,23.55,86,100,3.33,NE,1723270769
215,aykhal,66.0,111.5,6.88,88,100,6.74,RU,1723270771
216,kruisfontein,-34.0033,24.7314,13.42,53,62,6.02,ZA,1723270772
217,chaozhou,23.6651,116.6379,36.78,47,100,2.21,CN,1723270774
218,nogliki,51.8333,143.1667,15.12,78,100,4.54,RU,1723270775
219,manado,1.487,124.8455,31.43,66,40,3.6,ID,1723270776
220,mejit,10.2753,170.8646,28.37,77,100,5.41,MH,1723270778
221,ono,34.85,134.9333,34.01,44,2,5.8,JP,1723270779
222,kavieng,-2.5744,150.7967,26.99,78,100,6.24,PG,1723270780
223,anadyr,64.75,177.4833,12.28,66,0,4.0,RU,1723270781
224,tayshet,55.9342,98.0044,26.58,54,88,2.26,RU,1723270783
225,salo,45.6086,10.531,24.26,75,7,3.35,IT,1723270784
226,mirnyy,62.5353,113.9611,23.03,63,71,3.26,RU,1723270786
227,georgetown,5.4112,100.3354,32.96,62,40,4.12,MY,1723270752
228,swan hill,-35.3378,143.5544,18.33,28,16,1.8,AU,1723270788
229,iskushuban,10.2837,50.23,32.52,36,35,12.66,SO,1723270789
230,cockburn town,21.4612,-71.1419,28.14,84,0,8.85,TC,1723270791
231,kaa-khem,51.6833,94.7333,31.02,27,28,1.25,RU,1723270792
232,barabai,-2.5833,115.3833,32.95,49,81,1.17,ID,1723270794
233,magong,23.5654,119.5863,28.68,82,100,6.17,TW,1723270795
234,princeville,45.7668,-61.2985,19.62,97,100,2.57,CA,1723270796
235,olinda,-8.0089,-34.8553,19.85,94,20,1.03,BR,1723270797
236,yampil',51.95,33.7833,21.55,51,15,2.88,UA,1723270798
237,khandyga,62.6667,135.6,24.25,41,13,1.91,RU,1723270799
238,muisne,0.6,-80.0333,23.68,89,100,2.75,EC,1723270801
239,northam,51.0333,-4.2167,16.45,93,100,4.95,GB,1723270802
240,kapuskasing,49.4169,-82.4331,14.05,100,100,2.06,CA,1723270803
241,ilulissat,69.2167,-51.1,6.01,93,100,0.0,GL,1723270804
242,tenkodogo,11.78,-0.3697,23.7,84,98,4.66,BF,1723270807
243,ola,59.5833,151.2833,14.11,93,85,4.93,RU,1723270808
244,kalmunai,7.4167,81.8167,31.83,53,93,3.17,LK,1723270809
245,nadi,-17.8,177.4167,25.0,73,40,3.09,FJ,1723270810
246,san pedro pochutla,15.7333,-96.4667,24.2,95,100,1.67,MX,1723270811
247,bathsheba,13.2167,-59.5167,27.34,89,40,4.12,BB,1723270812
248,areia branca,-4.9561,-37.1369,21.63,81,15,6.58,BR,1723270813
249,enewetak,11.3474,162.3373,28.7,78,93,5.78,MH,1723270814
250,worland,44.0169,-107.9554,14.25,82,0,2.06,US,1723270675
251,metlili chaamba,32.2667,3.6333,28.52,21,0,0.0,DZ,1723270816
252,baker city,44.7749,-117.8344,20.84,37,0,3.6,US,1723270818
253,east london,-33.0153,27.9116,12.52,82,0,3.6,ZA,1723270817
254,guerrero negro,27.9769,-114.0611,19.57,86,0,5.64,MX,1723270820
255,tshabong,-26.05,22.45,12.13,32,0,3.56,BW,1723270821
256,male,4.1748,73.5089,31.97,70,40,4.12,MV,1723270822
257,horta,38.5333,-28.6333,23.9,83,40,5.66,PT,1723270823
258,kushk,33.2957,61.9522,38.05,12,0,7.68,AF,1723270824
259,salalah,17.0151,54.0924,26.05,89,100,3.6,OM,1723270825
260,weno,7.4515,151.8468,30.97,79,75,1.54,FM,1723270826
261,hafar al-batin,28.4328,45.9708,39.32,10,0,3.09,SA,1723270534
262,calabozo,8.9242,-67.4293,22.56,96,91,1.05,VE,1723270828
263,port alfred,-33.5906,26.891,15.96,53,37,3.99,ZA,1723270830
264,ad dabbah,18.05,30.95,34.17,46,62,4.93,SD,1723270831
265,arraial do cabo,-22.9661,-42.0278,21.68,86,88,7.05,BR,1723270832
266,revda,56.801,59.9303,14.45,53,12,3.35,RU,1723270834
267,margate,51.3813,1.3862,16.5,79,11,5.17,GB,1723270835
268,bayanhongor,46.7167,100.1167,20.37,32,6,2.78,MN,1723270836
269,fenyi,27.8112,114.6681,38.54,40,99,0.47,CN,1723270837
270,tapa,59.2606,25.9586,15.5,95,100,4.84,EE,1723270838
271,colonia,50.9333,6.95,18.47,80,0,1.03,DE,1723270552
272,inongo,-1.95,18.2667,22.12,64,67,0.74,CD,1723270841
273,nar'yan-mar,67.6713,53.087,18.34,53,13,3.29,RU,1723270842
274,nieuw amsterdam,5.8833,-55.0833,25.2,88,88,3.69,SR,1723270843
275,polyarnyy,69.1989,33.4478,16.79,60,0,7.09,RU,1723270844
276,dubbo,-32.25,148.6167,20.07,52,100,4.63,AU,1723270845
277,rio grande,-32.035,-52.0986,8.1,86,79,6.68,BR,1723270684
278,fada,7.25,4.0667,23.37,94,75,3.09,NG,1723270848
279,lata,40.1629,-8.3327,16.61,74,0,0.26,PT,1723270849
280,vilyuchinsk,52.9306,158.4028,12.89,86,99,1.97,RU,1723270850
281,oildale,35.4197,-119.0195,32.01,24,0,2.57,US,1723270851
282,yilan,24.757,121.753,31.2,73,39,3.07,TW,1723270852
283,sao jose da coroa grande,-8.8978,-35.1478,21.08,76,4,1.15,BR,1723270853
284,kolwezi,-10.7148,25.4667,17.3,26,5,3.34,CD,1723270854
285,praia da vitoria,38.7333,-27.0667,23.2,88,40,2.43,PT,1723270855
286,cadale,2.7603,46.3222,26.12,77,97,7.89,SO,1723270858
287,luderitz,-26.6481,15.1594,13.32,79,1,3.41,NA,1723270859
288,nova sintra,14.8667,-24.7167,25.21,85,36,4.89,CV,1723270861
289,karratha,-20.7377,116.8463,28.22,31,3,4.39,AU,1723270862
290,bubaque,11.2833,-15.8333,26.37,87,83,8.63,GW,1723270863
291,zaysan,47.4667,84.8667,35.61,16,90,7.73,KZ,1723270864
292,mutoko,-17.397,32.2268,17.9,33,0,1.08,ZW,1723270866
293,dunkwa,5.9656,-1.78,21.57,96,94,1.09,GH,1723270867
294,otjimbingwe,-22.35,16.1333,17.07,8,0,3.22,NA,1723270868
295,mournies,35.4764,24.0092,43.04,51,0,2.57,GR,1723270869
296,la mira,18.035,-102.3266,26.17,89,100,2.96,MX,1723270871
297,howrah,22.5892,88.3103,31.0,84,75,0.0,IN,1723270872
298,cartagena,10.3997,-75.5144,27.79,89,20,2.06,CO,1723270864
299,illizi,26.4833,8.4667,29.33,35,0,3.89,DZ,1723270874
300,nuuk,64.1835,-51.7216,5.34,100,100,5.66,GL,1723270875
301,challapata,-18.9,-66.7667,1.99,10,2,0.64,BO,1723270877
302,howard springs,-12.497,131.047,32.77,40,18,1.23,AU,1723270878
303,mchinji,-13.7984,32.8802,19.77,37,0,2.3,MW,1723270879
304,happy valley-goose bay,53.3168,-60.3315,12.17,66,20,2.06,CA,1723270880
305,manokwari,-0.8667,134.0833,28.32,70,35,2.11,ID,1723270881
306,arta,39.1606,20.9853,28.92,42,0,0.39,GR,1723270883
307,lincheng,19.9078,109.6858,34.9,53,88,2.39,CN,1723270884
308,fuglafjordur,62.244,-6.814,9.52,93,86,3.93,FO,1723270885
309,kill devil hills,36.0307,-75.676,26.66,97,100,3.6,US,1723270886
310,amursk,50.2261,136.8994,22.37,51,8,3.64,RU,1723270887
311,poronaysk,49.2167,143.1167,17.06,71,85,3.92,RU,1723270888
312,pearsall,28.8922,-99.095,27.95,66,28,5.7,US,1723270890
313,akureyri,65.6835,-18.0878,5.96,87,100,2.06,IS,1723270891
314,lompoc,34.6391,-120.4579,13.4,94,100,3.09,US,1723270893
315,namtsy,62.7161,129.6658,28.81,25,6,1.48,RU,1723270894
